No,WELL NAME,ABBREVIATION,UWI,BLOCK #,WELL TYPE,LATITUDE,LONGITUDE,NORTHING,EASTING,MSL,CONTROL PT,DATE,SURVEYOR,OPERATOR,PAS,Remark,GISUPDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,KHAIRAT-1       ,,S01-094d-02-711-01,UNITY 1a EA,,9250338N,29365056E,1042094.150,787077.960,391.830,RR-G56," May01,99",Mirghani,#VALUE!,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,MARAGE-1,,S01-045d-16-664-01,HEGLIG 2a EA,,10173189N,29172342E,1138614.400,750791.470,406.890,664-003," Aug.16,99",Mirghani,#VALUE!,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,MARHABA -1,,S01-027d-03-711-01,UNITY 1a EA,,9283492N,29431572E,1048687.300,798785.100,390.460,RR-G56," May01,99",Mirghani,#VALUE!,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,MUNGA SOUTH-1,,S01-002d-06-711-01,UNITY 1a EA,,9293388N,29555321E,1050688.460,821892.870,390.590,RR-G56," Feb.26,99",Mirghani,#VALUE!,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,MUNGA SOUTH-2     ,,S01-039a-35-688-01,UNITY 1a EA,,9332044N,29541239E,1057628.850,818756.790,391.480,688-004," Apr.27,99",Mirghani,#VALUE!,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,MUNGA-1           ,,S01-034d-36-688-01,UNITY 1a EA,,9330577N,29564652E,1057217.830,823464.900,391.280,688-004," Apr.27,99",Mirghani,#VALUE!,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,MUNGA-2           ,,S01-012b-36-688-01,UNITY 1a EA,,9342739N,29554848E,1059712.380,821672.050,391.780,688-004," Apr.27,99",Mirghani,#VALUE!,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,MUNGA-3,,S01-022c-36-688-01,UNITY 1a EA,,9333295N,29554105E,1058036.310,821459.470,391.500,RR-G56," June13,99",Ren,#VALUE!,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,TOMA SOUTH-10,,S01-086d-07-688-01,UNITY 1a EA,,9503999N,29325256E,1089276.300,779461.230,396.230,688-001," Mar.06,99",Mirghani,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,TOMA SOUTH-2,,S01-021d-14-688-01,UNITY 1a EA,,9483322N,29351531E,1085412.600,783843.150,395.340,688-002," Mar.05,99",Mirghani,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,TOMA SOUTH-3,,S01-088c-07-688-01,UNITY 1a EA,,9503823N,29333316E,1089231.630,780699.270,396.140,688-001," Mar.06,99",Mirghani,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,TOMA SOUTH-4,,S01-097a-07-688-01,UNITY 1a EA,,9501603N,29330788E,1088543.530,779933.820,396.390,688-001," Mar.06,99",Mirghani,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,TOMA SOUTH-5,,S01-008a-13-688-01,UNITY 1a EA,,9495737N,29333560E,1087976.210,780783.300,396.200,688-001," Mar.06,99",Mirghani,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,TOMA SOUTH-6,,S01-009c-13-688-01,UNITY 1a EA,,9493980N,29340272E,1087442.470,781614.400,396.090,688-001," Mar.07,99",Mirghani,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,TOMA SOUTH-7,,S01-019d-13-688-01,UNITY 1a EA,,9491450N,29342753E,1086670.590,782376.640,396.120,688-001," Mar.06,99",Mirghani,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,TOMA SOUTH-8,,S01-030b-13-688-01,UNITY 1a EA,,9484904N,29344728E,1085892.430,782984.910,395.780,688-001," Mar.06,99",Mirghani,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,TOMA SOUTH-9,,S01-031d-14-688-01,UNITY 1a EA,,9480928N,29352927E,1084679.870,784274.610,395.540,688-001," Mar.06,99",Mirghani,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,TOMA-1,,S01-017c-06-687-01,HEGLIG 2b DA,,9590278N,29280808E,1104666.840,770674.010,400.550,973102," Feb.21,99",Mirghani,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,TOMA-2,,S01-016b-06-687-01,HEGLIG 2b DA,,9592634N,29275863E,1105388.650,770380.650,400.960,973102," Feb.21,99",Mirghani,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,TOMA-3,,S01-037c-06-687-01,HEGLIG 2b DA,,9580626N,29281246E,1102930.380,770820.320,399.960,973102," Feb.21,99",Mirghani,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,TOMA-4,,S01-027c-06-687-01,HEGLIG 2b DA,,9583617N,29281239E,1103849.800,770811.370,400.050,973102," Feb.16,99",Mirghani,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,UMM BATUTU-1,,S01-060a-29-664-01,HEGLIG 2a EA,,10072193N,29243616E,1119961.730,764103.960,401.580,SP10," Apr.23,99",Mirghani,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,UMM SAGURA EAST-1,,S01-035c-29-688-01,UNITY 1a EA,,9381074N,29521251E,1066524.470,815023.390,391.910,RR-G56," June13,99",Ren,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,UMM SAGURA-1,,S01-010d-28-688-01,UNITY 1a EA,,9394027N,29494981E,1069240.940,810646.380,391.620,RR-G56," June13,99",Ren,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,UNITY-10,,S01-082a-33-688-01,UNITY 1b DA,,9304767N,29403351E,1052730.200,793802.560,390.680,RR-G56, 20Mar.-6April,Ren,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,UNITY-11,,S01-091b-33-688-01,UNITY 1b DA,,9301826N,29402415E,1051823.670,793523.840,390.680,RR-G56, 20Mar.-6April,Ren,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,UNITY-12,,S01-071d-33-688-01,UNITY 1b DA,,9311182N,29401588E,1053468.510,793258.590,390.690,RR-G56, 20Mar.-6April,Ren,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,UNITY-13,,S01-041b-03-711-01,UNITY 1b DA,,9275460N,29401987E,1047406.270,793427.220,391.070,RR-G56, 20Mar.-6April,Ren,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,UNITY-14,,S01-050b-02-711-01,UNITY 1b DA,,9275294N,29395067E,1047348.200,792536.300,390.670,RR-G56, 20Mar.-6April,Ren,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,UNITY-15,,S01-031d-03-711-01,UNITY 1b DA,,9281316N,29402144E,1047977.120,793470.560,390.740,RR-G56, 20Mar.-6April,Ren,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,UNITY-16,,S01-042a-03-711-01,UNITY 1b DA,,9275745N,29403061E,1047496.380,793754.230,391.190,RR-G56," Feb.14,99",Mirghani,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,UNITY-17,,S01-040b-02-711-01,UNITY 1b DA,,9282043N,29395263E,1048193.910,792589.590,390.770,RR-G56," Aug.18,99",Mirghani,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,UNITY-18,,S01-022d-03-711-01,UNITY 1b DA,,9284209N,29404784E,1048872.640,794269.560,390.440,RR-G56, 20Mar.-6April,Ren,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,UNITY-2,,S01-032c-03-711-01,UNITY 1b DA,,9281191N,29403825E,1047942.760,793983.970,390.820,RR-G56, 20Mar.-6April,Ren,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,UNITY-21,,S01-042d-03-711-01,UNITY 1b DA,,9273796N,29404761E,1046901.110,794277.690,391.270,RR-G56, 20Mar.-6April,Ren,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,UNITY-22,,S01-029c-02-711-01,UNITY 1b DA,,9283885N,29390362E,1048748.910,791089.230,390.860,RR-G56," Mar.08,99",Mirghani,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,UNITY-23,,S01-020b-02-711-01,UNITY 1b DA,,9292888N,29394887E,1050297.270,792458.800,391.270,RR-G56," Mar.08,99",Mirghani,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,UNITY-24,,S01-071c-03-711-01,UNITY 1b DA,,9260417N,29400380E,1044007.380,792962.640,390.820,RR-G56, 20Mar.-6April,Ren,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,UNITY-25,,S01-022d-03-711-01,UNITY 1b DA,,9283097N,29405588E,1048532.730,794517.710,391.090,RR-G56," June20,99",Ren,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,UNITY-26,,S01-098c-32-688-01,UNITY 1b DA,,9300100N,29384205E,1051269.100,790411.690,391.360,RR-G56, 20Mar.-6April,Ren,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,UNITY-29,,S01-023b-03-711-01,UNITY 1b DA,,9285520N,29411952E,1049283.200,795233.540,390.690,RR-G56, 20Mar.-6April,Ren,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,UNITY-3,,S01-083a-03-711-01,UNITY 1b DA,,9255206N,29411090E,1043650.960,795013.890,389.370,RR-G56, 20Mar.-6April,Ren,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,UNITY-30,,S01-083b-03-711-01,UNITY 1b DA,,9255242N,29412960E,1043666.410,795584.650,390.310,RR-G56, 20Mar.-6April,Ren,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,UNITY-31,,S01-084a-33-688-01,UNITY 1b DA,,9305137N,29414148E,1052860.000,795875.940,391.150,RR-G56, 20Mar.-6April,Ren,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,UNITY-32,,S01-081a-33-688-01,UNITY 1b DA,,9304602N,29400277E,1052672.150,792864.720,390.820,RR-G56, 20Mar.-6April,Ren,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,UNITY-33,,S01-092d-33-688-01,UNITY 1b DA,,9301224N,29404535E,1051643.660,794172.190,390.780,RR-G56, 20Mar.-6April,Ren,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,UNITY-34,,S01-011c-03-711-01,UNITY 1b DA,,9290311N,29400525E,1049509.130,792964.750,391.120,RR-G56," Mar.08,99",Mirghani,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,UNITY-35,,S01-031c-03-711-01,UNITY 1b DA,,9280178N,29401167E,1047624.970,793175.030,391.180,RR-G56, 20Mar.-6April,Ren,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,UNITY-36,,S01-031b-03-711-01,UNITY 1b DA,,9282686N,29401954E,1048397.990,793409.580,390.960,RR-G56," Feb.14,99",Mirghani,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,UNITY-37,,S01-032c-03-711-01,UNITY 1b DA,,9280694N,29403178E,1047788.390,793787.860,391.150,RR-G56," Feb.14,99",Mirghani,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,UNITY-38,,S01-042a-03-711-01,UNITY 1b DA,,9275115N,29403087E,1047302.810,793763.720,391.140,RR-G56, 20Mar.-6April,Ren,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,UNITY-39,,S01-021d-03-711-01,UNITY 1b DA,,9283548N,29402475E,1048664.160,793566.270,390.940,RR-G56," Feb.14,99",Mirghani,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,UNITY-4,,S01-020c-02-711-01,UNITY 1b DA,,9290379N,29393903E,1049523.710,792164.300,390.860,RR-G56, 20Mar.-6April,Ren,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,UNITY-40,,S01-032a-03-711-01,UNITY 1b DA,,9282051N,29404165E,1048207.900,794085.779,391.715,RR-G56," Feb.14,99",Mirghani,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,UNITY-41,,S01-052c-03-711-01,UNITY 1b DA,,9270466N,29403567E,1045874.630,793921.100,390.740,RR-G56, 20Mar.-6April,Ren,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,UNITY-42,,S01-021d-03-711-01,UNITY 1b DA,,9283064N,29402091E,1048514.480,793450.230,391.080,RR-G56," Feb.14,99",Mirghani,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,UNITY-43,,S01-042b-03-711-01,UNITY 1b DA,,9275775N,29405554E,1047511.300,794515.120,390.790,RR-G56, 20Mar.-6April,Ren,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,UNITY-44,,S01-042a-03-711-01,UNITY 1b DA,,9274687N,29403412E,1047171.890,793864.000,390.860,RR-G56, 20Mar.-6April,Ren,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,UNITY-45,,S01-042d-03-711-01,UNITY 1b DA,,9273671N,29405337E,1046863.980,794453.740,390.690,RR-G56, 20Mar.-6April,Ren,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,UNITY-46,,S01-052a-03-711-01,UNITY 1b DA,,9271823N,29403446E,1046291.580,793881.010,390.860,RR-G56, 20Mar.-6April,Ren,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,UNITY-47,,S01-050b-02-711-01,UNITY 1b DA,,9275165N,29395699E,1047310.040,792729.570,391.130,RR-G56, 20Mar.-6April,Ren,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,UNITY-48,,S01-052b-03-711-01,UNITY 1b DA,,9272802N,29404744E,1046595.480,794275.080,391.030,RR-G56, 20Mar.-6April,Ren,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,UNITY-49,,S01-031d-03-711-01,UNITY 1b DA,,9281294N,29402309E,1047970.840,793520.930,390.780,RR-G56, 20Mar.-6April,Ren,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,UNITY-5,,S01-041d-03-711-01,UNITY 1b DA,,9273288N,29401790E,1046738.110,793372.030,390.690,RR-G56, 20Mar.-6April,Ren,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,UNITY-50,,S01-023c-03-711-01,UNITY 1b DA,,9283109N,29410217E,1048537.830,794709.730,391.220,RR-G56," Aug.18,99",Mirghani,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,UNITY-51,,S01-001b-03-711-01,UNITY 1b DA,,9295118N,29402685E,1050991.960,793612.620,390.980,RR-G56," June17,99",Ren,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,UNITY-52,,S01-100b-32-688-01,UNITY 1b DA,,9302133N,29395236E,1051910.780,792552.840,391.300,RR-G56," Aug.18,99",Mirghani,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,UNITY-53,,S01-082d-33-688-01,UNITY 1b DA,,9303686N,29404843E,1052401.330,794260.386,390.817,RR-G56," Sep.21,99",Ren,GNPOC,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,UNITY-6,,S01-062c-03-711-01,UNITY 1b DA,,9264423N,29403576E,1045246.600,793928.700,390.620,RR-G56, 20Mar.-6April,Ren,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,UNITY-7,,S01-010d-02-711-01,UNITY 1b DA,,9293575N,29395188E,1050509.440,792548.940,390.450,RR-G56," Mar.08,99",Mirghani,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,UNITY-27,,S01-080c-02-711-01,UNITY 1b DA,,9261386N,29394329E,1044300.520,792334.260,391.050,RR-G56,"Feb.1,2000",Mirghani,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,UNITY WEST-1,,S01-097d-32-688-01,UNITY 1b DA,SUSP,9300127N,29382290E,1051273.220,789827.150,391.100,RR-G56,"Feb.1,2000",Mirghani,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,UNITY-19,,S01-031b-03-711-01,UNITY 1b DA,D&A,9282713N,29401535E,1048405.210,793281.520,391.290,RR-G56,"Feb.1,2000",Mirghani,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,SEYAL-1,,S01-095b-10-664-01,HEGLIG 2a EA,ABND,10202351N,29172553E,1143889.700,750817.990,405.120,664-004,"Jan.21,00",Mirghani,#VALUE!,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,JAK-1,,S01-062d-33-688-01,UNITY 1b DA,D&A,9314184N,29404691E,1054398.760,794198.510,391.260,RR-G56,"Mar.25,2000",Mirghani,#VALUE!,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,EL NAR WEST-1,,S01-081c-14-688-01,UNITY 1a EA,,9453115N,29350854E,1079813.950,783679.810,394.480,688-002,"Nov23,00",Mirghani,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,MAY 25-1,,S01-070d-06-662-01,KAIKANG 4 EA,ABND,10264043N,28294982E,1154953.810,663873.012,415.797,663-001,"Sep.2,2000",Mirghani,#VALUE!,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,GRINTIYA-1 ,,S01-015a-18-687-01,HEGLIG 2a EA,,9492082N,29270493E,1086763.898,768881.540,395.720,688-001,"Mar.27,2000",Mirghani,#VALUE!,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,TUNDUB-1,,S01-045d-22-664-01,HEGLIG 2a EA,,10123766N,29172167E,1129570.370,750802.490,403.840,664-003,"Feb.6,2000",Mirghani,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,UMM BATUTU EAST-1,,S01-054a-30-664-01,HEGLIG 2a EA,,10072484N,29263220E,1120077.520,767637.460,403.140,BAS-001,"Oct.07,00",Mirghani,GNPOC,Yes,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,LALOBA-1,,S01-038d-35-664-01,HEGLIG 2b DA,SUSP,10030895N,29235770E,1112177.270,762989.570,400.920,BAS-001,"Jan.31,2000",Mirghani,#VALUE!,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,FARAS-1 ,,S01-068c-18-687-01,UNITY 1a EA,,9463094N,29283504E,1081561.850,771666.930,394.910,688-001,"Mar.27,2000",Mirghani,#VALUE!,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,EL SAQR NORTH-1,,S01-076d-13-688-01,UNITY 1a EA,,9460232N,29325213E,1080740.580,779512.840,395.896,688-002,"Oct.01,00",Mirghani,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,El TOOR EAST-1,,S01-008d-17-688-01,UNITY 1a EA,,9493994N,29535766E,1087743.788,818050.267,397.696,688-003,27-May-00,Ren,GNPOC,Yes,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,JIDIAN-1,,S01-041b-22-664-01,HEGLIG 2a EA,ABND,10125612N,29152358E,1130112.740,747203.380,403.070,664-003,"Jan30,2000",Mirghani,#VALUE!,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,MUNGA NORTH-1,,S01-028c-29-688-01,UNITY 1a EA,,9384091N,29533968E,1067474.530,817675.450,392.216,688-004,"Feb.24,2000",Ren,#VALUE!,#VALUE!,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,TALIH WEST-1,,S01-066d-32-688-01,UNITY 1a EA,,9313835N,29375240E,1054250.340,788873.660,391.690,RR-G56,9-May-00,Ren,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,TAIYIB-2,,S01-028c-29-664-01,HEGLIG 2a EA,,10083394N,29234060E,1122162.630,762395.358,400.070,BAS-001,"Nov21,00",Mirghani,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,TALIH WEST-2,,S01-066c-32-688-01,UNITY 1a EA,,9313839N,29373506E,1054247.600,788344.540,392.120,RR-G56,9-May-00,Ren,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,TALIH-1,,S01-048d-32-688-01,UNITY 1b DA,SUSP,9323492N,29385073E,1056003.210,790640.590,391.650,RR-G56,9-May-00,Ren,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
